1,08/01/03,Paid,credit,Tim,AAA Electronics,tv,"17"" LCD w/built-in HDTV Tuner",120,1,3,360.00
1,08/02/03,Paid,credit,Tim,AAA Electronics,cam,"Mini DV Camcorder with 3.5"" Swivel LCD",450,1,5,2250.00
1,08/03/03,Paid,credit,Tim,AAA Electronics,bag,Envoy Bag,99.99,0,5,499.95
1,08/04/03,Paid,credit,Tim,AAA Electronics,bag,Laptop carrying case,89,0,4,356.00
1,08/05/03,Paid,credit,Tim,AAA Electronics,home,Home Theatre Package with DVD-Audio/Video Play,690,0,5,3450.00
1,08/06/03,Paid,credit,Tim,AAA Electronics,tv,"18"" Flat Panel Graphics Monitor",44.99,0,2,89.98
1,08/07/03,Paid,credit,Tim,AAA Electronics,key1,Envoy External Keyboard,39.99,0,2,79.98
2,09/01/05,Shipping,credit,Tom,Elec Superstore,key2,External 101-key keyboard,49.99,0,2,99.98
2,09/02/05,Shipping,credit,Tom,Elec Superstore,fax,Modem/fax 28800 baud,44.99,0,5,224.95
2,09/03/05,Shipping,credit,Tom,Elec Superstore,simm,SIMM- 8MB PCMCIAII card,54.99,0,5,274.95
2,09/04/05,Shipping,credit,Tom,Elec Superstore,simm,SIMM- 16MB PCMCIAII card,29.99,0,5,149.95
2,09/05/05,Shipping,credit,Tom,Elec Superstore,speaker_tower,"Multimedia speakers- 3"" cones",34.99,0,5,174.95
3,12/01/04,Paid,credit,Tim,All Tech,tower_speakers,8.3 Minitower Speaker,40,1,5,200.00
4,08/01/06,Open,cash,Steve,All E,mpad,Mouse Pad,40,1,4,160.00
4,08/02/06,Open,cash,Steve,All E,penguin,"Penguin speakers- 5"" cones",40,1,4,160.00
4,08/03/06,Open,cash,Steve,All E,modem,Modem,40,1,4,160.00
4,08/04/06,Open,cash,Steve,All E,drive4,External 6X CD-ROM,50,0,4,200.00
4,08/05/06,Open,cash,Steve,All E,drive4,External 8X CD-ROM,50,0,4,200.00
4,08/06/06,Open,cash,Steve,All E,drive1,Envoy External 6X CD-ROM,11.99,0,4,47.96
4,08/07/06,Open,cash,Steve,All E,drive1,Envoy External 8X CD-ROM,22.99,0,4,91.96
5,08/01/12,Open,cash,Steve,Super Tech Center,internal,Internal 6X CD-ROM,18.99,0,4,75.96
5,08/02/12,Open,cash,Steve,Super Tech Center,internal,Internal 8X CD-ROM,8.99,0,2,17.98
5,08/03/12,Open,cash,Steve,Super Tech Center,o2,Oracle PLSQL Mannual,11.99,0,2,23.98
5,08/04/12,Open,cash,Steve,Super Tech Center,delux,Deluxe Mouse,49.99,0,10,499.90
5,08/05/12,Open,cash,Steve,Super Tech Center,rest,Keyboard Wrist Rest,18.99,0,2,37.98
5,08/06/12,Open,cash,Steve,Super Tech Center,cd,CD-R Mini Discs,15.99,0,2,31.98
5,08/07/12,Open,cash,Steve,Super Tech Center,cd,Music CD-R,28.99,0,4,115.96
6,09/01/09,Shipping,loan,Tom,Main Electronics,cd2,"CD-RW, High Speed, Pack of 10",25,0,1,25.00
6,09/02/09,Shipping,loan,Tom,Main Electronics,cd2,"CD-RW, High Speed Pack of 5",25,0,10,250.00
6,09/03/09,Shipping,loan,Tom,Main Electronics,cd,"CD-R, Professional Grade, Pack of 10",22,0,10,220.00
6,09/04/09,Shipping,loan,Tom,Main Electronics,cd,"OraMusic CD-R, Pack of 10",20,1,10,200.00
6,09/05/09,Shipping,loan,Tom,Main Electronics,cd,"CD-R with Jewel Cases, pACK OF 12",20,1,10,200.00
7,09/01/08,Shipping,loan,Tom,Bug,dvd,"DVD-R Disc with Jewel Case, 4.7 GB",20,1,1,20.00
8,12/01/03,Paid,credit,Tim,Computer Super Store,dvd,"DVD-RAM Jewel Case, Double-Sided, 9.4G",30,1,1,30.00
8,12/02/03,Paid,credit,Tim,Computer Super Store,bag,Envoy Bag,99.99,0,2,199.98
8,12/03/03,Paid,credit,Tim,Computer Super Store,bag,Laptop carrying case,89,0,2,178.00
8,12/04/03,Paid,credit,Tim,Computer Super Store,home,Home Theatre Package with DVD-Audio/Video Play,690,0,2,1,380.00
8,12/05/03,Paid,credit,Tim,Computer Super Store,tv,"18"" Flat Panel Graphics Monitor",44.99,0,10,449.90
8,12/06/03,Paid,credit,Tim,Computer Super Store,key1,Envoy External Keyboard,39.99,0,10,399.90
8,12/07/03,Paid,credit,Tim,Computer Super Store,key2,External 101-key keyboard,49.99,0,10,499.90
8,12/08/03,Paid,credit,Tim,Computer Super Store,fax,Modem/fax 28800 baud,44.99,0,10,449.90 
8,12/09/03,Paid,credit,Tim,Computer Super Store,tv,"17"" LCD w/built-in HDTV Tuner",120,1,10,1200.00
9,12/01/09,Paid,credit,Tim,Computer Super Store,tv,"17"" LCD w/built-in HDTV Tuner",120,1,300,36000.00
9,12/02/09,Paid,credit,Tim,Computer Super Store,cam,"Mini DV Camcorder with 3.5"" Swivel LCD",450,1,50,22500.00
9,12/03/09,Paid,credit,Tim,Computer Super Store,bag,Envoy Bag,99.99,0,50,4999.50
9,12/04/09,Paid,credit,Tim,Computer Super Store,bag,Laptop carrying case,89,0,150,13350.00
9,12/05/09,Paid,credit,Tim,Computer Super Store,home,Home Theatre Package with DVD-Audio/Video Play,690,0,100,69000.00
9,12/06/09,Paid,credit,Tim,Computer Super Store,tv,"18"" Flat Panel Graphics Monitor",44.99,0,50,2249.50
9,12/07/09,Paid,credit,Tim,Computer Super Store,key1,Envoy External Keyboard,39.99,0,10,399.90
9,12/08/09,Paid,credit,Tim,Computer Super Store,delux,Deluxe Mouse,49.99,0,10,499.90
9,12/09/09,Paid,credit,Tim,Computer Super Store,rest,Keyboard Wrist Rest,18.99,0,10,189.90 
9,12/10/09,Paid,credit,Tim,Computer Super Store,cd,CD-R Mini Discs,15.99,0,10,159.90
9,12/11/09,Paid,credit,Tim,Computer Super Store,cd,Music CD-R,28.99,0,10,289.90
10,12/01/12,Paid,credit,Tim,Bug,cd2,"CD-RW, High Speed, Pack of 10",25,0,100,2500.00
10,12/02/12,Paid,credit,Tim,Bug,cd2,"CD-RW, High Speed Pack of 5",25,0,5,125.00
10,12/03/12,Paid,credit,Tim,Bug,modem,Modem/fax 28800 baud, 44.99 ,0,5,224.95
10,12/04/12,Paid,credit,Tim,Bug,tv,"17"" LCD w/built-in HDTV Tuner",120,1,5,600.00
10,12/05/12,Paid,credit,Tim,Bug,cam,"Mini DV Camcorder with 3.5"" Swivel LCD",450,1,5,2250.00
10,12/02/12,Paid,credit,Tim,Bug,bag,Envoy Bag,99.99,0,100,9999.00
10,12/03/12,Paid,credit,Tim,Bug,bag,Laptop carrying case,89,0,45,4005.00
10,12/04/12,Paid,credit,Tim,Bug,home,Home Theatre Package with DVD-Audio/Video Play,690,0,44,30360.00
10,12/05/12,Paid,credit,Tim,Bug,tv,"18"" Flat Panel Graphics Monitor",44.99,0,100,4499.00
10,12/06/12,Paid,credit,Tim,Bug,key1,Envoy External Keyboard,39.99,0,300,11997.00